name;surname;;;;;;;;;;;;;;;;;;;
隣龞龡;龕龖龗;;;;;;;;;;;;;;;;;;;
兀嗀﨎;蘒齹齺;;;;;;;;;;;;;;;;;;;
龍龎;龒龓龔;;;;;;;;;;;;;;;;;;;
齪齫齬;齚齛齜齝;;;;;;;;;;;;;;;;;;;
齈齉齊齋齌齍齎齏;鼲鼳鼴鼵鼶鼸鼺鼼;;;;;;;;;;;;;;;;;;;
鼝鼞鼟鼡鼣鼤鼥鼦;鼆鼇鼈鼉鼊鼌鼏鼑;;;;;;;;;;;;;;;;;;;
黳黴黵黶黷黸黺;黗黙黚點黡黣黤黦;;;;;;;;;;;;;;;;;;;
凉秊裏;龥郎;;;;;;;;;;;;;;;;;;;
龢龣龤;﨔礼﨟;;;;;;;;;;;;;;;;;;;
﨏﨑﨓;龘龜龝;;;;;;;;;;;;;;;;;;;
﨧﨨﨩;﨡﨣﨤;;;;;;;;;;;;;;;;;;;
齾龁龂;齻齼齽;;;;;;;;;;;;;;;;;;;
龒龓龔;龏龐龑;;;;;;;;;;;;;;;;;;;
麯麰麱;黰黱黲;;;;;;;;;;;;;;;;;;;
麺麼麿;麶麷麹;;;;;;;;;;;;;;;;;;;
麲麳麵;麬麭麮;;;;;;;;;;;;;;;;;;;
黬黭黮;齶齷齸;;;;;;;;;;;;;;;;;;;
齳齴齵;齰齱齲;;;;;;;;;;;;;;;;;;;
齭齮齯;齧齨齩;;;;;;;;;;;;;;;;;;;
齤齥齦;齒齓齔齕齖齗齘齙;;;;;;;;;;;;;;;;;;;
齡齢齣;黊黋黌黐黒黓黕黖;;;;;;;;;;;;;;;;;;;
齞齟齠;鼧鼨鼩鼪鼫鼭鼮鼰;;;;;;;;;;;;;;;;;;;
鼒鼔鼕鼖鼘鼚鼛鼜;黿鼀鼁鼂鼃鼄鼅;;;;;;;;;;;;;;;;;;;
黨黫黬黭黮;黽黿鼀鼁鼂鼃鼄鼅;;;;;;;;;;;;;;;;;;;
黀黁黂黃黅黆黇黈;麫鼿齀齁齂齃齅齆齇;;;;;;;;;;;;;;;;;;;
餈餉養餋餌餎餏餑;餒餓餔餕餖餗餘餙;;;;;;;;;;;;;;;;;;;
餚餛餜餝餞餟餠餡;餢餣餤餥餦餧館餩;;;;;;;;;;;;;;;;;;;
餪餫餬餭餯餰餱餲;餳餴餵餶餷餸餹餺;;;;;;;;;;;;;;;;;;;
餻餼餽餾餿饀饁饂;饃饄饅饆饇饈饉饛;;;;;;;;;;;;;;;;;;;
饊饋饌饍饎饏饐饑;饒饓饖饗饘饙饚馃;;;;;;;;;;;;;;;;;;;
饜饝饞饟饠饡饢饤;饦饳饸饹饻饾馂鸠;;;;;;;;;;;;;;;;;;;
馉稹稷穑黏馥穰皈;皎皓皙皤瓞瓠甬鹂;;;;;;;;;;;;;;;;;;;
鸢鸨鸩鸪鸫鸬鸲鸱;鸶鸸鸷鸹鸺鸾鹁鹣;;;;;;;;;;;;;;;;;;;
鹄鹆鹇鹈鹉鹋鹌鹎;鹑鹕鹗鹚鹛鹜鹞疬;;;;;;;;;;;;;;;;;;;
鹦鹧鹨鹩鹪鹫鹬鹱;鹭鹳疒疔疖疠疝痫;;;;;;;;;;;;;;;;;;;
疣疳疴疸痄疱疰痃;痂痖痍痣痨痦痤馩;;;;餈;餉;養;餋;餌;餎;餏;餑;餒;餓;餔;餕;餖;餗;餘;餙
痧瘃痱痼痿瘐瘀瘅;瘌瘗瘊瘥瘘瘕瘙馹;;;;餚;餛;餜;餝;餞;餟;餠;餡;餢;餣;餤;餥;餦;餧;館;餩
馌馎馚馛馜馝馞馟;馠馡馢馣馤馦馧駉;;;;餪;餫;餬;餭;餯;餰;餱;餲;餳;餴;餵;餶;餷;餸;餹;餺
馪馫馬馭馮馯馰馱;馲馳馴馵馶馷馸駨;;;;餻;餼;餽;餾;餿;饀;饁;饂;饃;饄;饅;饆;饇;饈;饉;饛
馺馻馼馽馾馿駀駁;駂駃駄駅駆駇駈駸;;;;饊;饋;饌;饍;饎;饏;饐;饑;饒;饓;饖;饗;饘;饙;饚;馃
駊駋駌駍駎駏駐駑;駒駓駔駕駖駗駘癔;;;;饜;饝;饞;饟;饠;饡;饢;饤;饦;饳;饸;饹;饻;饾;馂;鸠
駙駚駛駜駝駞駟駠;駡駢駣駤駥駦駧窨;;;;馉;稹;稷;穑;黏;馥;穰;皈;皎;皓;皙;皤;瓞;瓠;甬;鹂
駩駪駫駬駭駮駯駰;駱駲駳駴駵駶駷裣;;;;鸢;鸨;鸩;鸪;鸫;鸬;鸲;鸱;鸶;鸸;鸷;鸹;鸺;鸾;鹁;鹣
駹瘛瘼瘢瘠癀瘭瘰;瘿瘵癃瘾瘳癍癞襁;;;;鹄;鹆;鹇;鹈;鹉;鹋;鹌;鹎;鹑;鹕;鹗;鹚;鹛;鹜;鹞;疬
癜癖癫癯翊竦穸穹;窀窆窈窕窦窠窬耧;;;;鹦;鹧;鹨;鹩;鹪;鹫;鹬;鹱;鹭;鹳;疒;疔;疖;疠;疝;痫
窭窳衤衩衲衽衿袂;袢裆袷袼裉裢裎騉;;;;疣;疳;疴;疸;痄;疱;疰;痃;痂;痖;痍;痣;痨;痦;痤;馩
裥裱褚裼裨裾裰褡;褙褓褛褊褴褫褶騙;;;;痧;瘃;痱;痼;痿;瘐;瘀;瘅;瘌;瘗;瘊;瘥;瘘;瘕;瘙;馹
襦襻疋胥皲皴矜耒;耔耖耜耠耢耥耦騩;;;;馌;馎;馚;馛;馜;馝;馞;馟;馠;馡;馢;馣;馤;馦;馧;駉
耩耨耱耋耵聃聆聍;聒聩聱覃顸颀颃驈;;;;馪;馫;馬;馭;馮;馯;馰;馱;馲;馳;馴;馵;馶;馷;馸;駨
駺駻駼駽駾駿騀騁;騂騃騄騅騆騇騈驘;;;;馺;馻;馼;馽;馾;馿;駀;駁;駂;駃;駄;駅;駆;駇;駈;駸
騊騋騌騍騎騏騐騑;騒験騔騕騖騗騘虔;;;;駊;駋;駌;駍;駎;駏;駐;駑;駒;駓;駔;駕;駖;駗;駘;癔
騚騛騜騝騞騟騠騡;騢騣騤騥騦騧騨蚩;;;;駙;駚;駛;駜;駝;駞;駟;駠;駡;駢;駣;駤;駥;駦;駧;窨
騪騫騬騭騮騯騰騱;騲騳騴騵騶騷騸蛳;;;;駩;駪;駫;駬;駭;駮;駯;駰;駱;駲;駳;駴;駵;駶;駷;裣
騹騺騻騼騽騾騿驀;驁驂驃驄驅驆驇蜻;;;;駹;瘛;瘼;瘢;瘠;癀;瘭;瘰;瘿;瘵;癃;瘾;瘳;癍;癞;襁
驉驊驋驌驍驎驏驐;驑驒驓驔驕驖驗蝻;;;;癜;癖;癫;癯;翊;竦;穸;穹;窀;窆;窈;窕;窦;窠;窬;耧
驙颉颌颍颏颔颚颛;颞颟颡颢颥颦虍驩;;;;窭;窳;衤;衩;衲;衽;衿;袂;袢;裆;袷;袼;裉;裢;裎;騉
虬虮虿虺虼虻蚨蚍;蚋蚬蚝蚧蚣蚪蚓骭;;;;裥;裱;褚;裼;裨;裾;裰;褡;褙;褓;褛;褊;褴;褫;褶;騙
蚶蛄蚵蛎蚰蚺蚱蚯;蛉蛏蚴蛩蛱蛲蛭髈;;;;襦;襻;疋;胥;皲;皴;矜;耒;耔;耖;耜;耠;耢;耥;耦;騩
蛐蜓蛞蛴蛟蛘蛑蜃;蜇蛸蜈蜊蜍蜉蜣髲;;;;耩;耨;耱;耋;耵;聃;聆;聍;聒;聩;聱;覃;顸;颀;颃;驈
蜞蜥蜮蜚蜾蝈蜴蜱;蜩蜷蜿螂蜢蝽蝾鬅;;;;駺;駻;駼;駽;駾;駿;騀;騁;騂;騃;騄;騅;騆;騇;騈;驘
蝠蝰蝌蝮螋蝓蝣蝼;蝤蝙蝥螓螯螨蟒蟑;;;;騊;騋;騌;騍;騎;騏;騐;騑;騒;験;騔;騕;騖;騗;騘;虔
驚驛驜驝驞驟驠驡;驢驣驤驥驦驧驨罂;;;;騚;騛;騜;騝;騞;騟;騠;騡;騢;騣;騤;騥;騦;騧;騨;蚩
驪驫驲骃骉骍骎骔;骕骙骦骩骪骫骬笙;;;;騪;騫;騬;騭;騮;騯;騰;騱;騲;騳;騴;騵;騶;騷;騸;蛳
骮骯骲骳骴骵骹骻;骽骾骿髃髄髆髇筮;;;;騹;騺;騻;騼;騽;騾;騿;驀;驁;驂;驃;驄;驅;驆;驇;蜻
髉髊髍髎髏髐髒體;髕髖髗髙髚髛髜箫;;;;驉;驊;驋;驌;驍;驎;驏;驐;驑;驒;驓;驔;驕;驖;驗;蝻
髝髞髠髢髣髤髥髧;髨髩髪髬髮髰髱鬙;;;;驙;颉;颌;颍;颏;颔;颚;颛;颞;颟;颡;颢;颥;颦;虍;驩
髳髴髵髶髷髸髺髼;髽髾髿鬀鬁鬂鬄鬫;;;;虬;虮;虿;虺;虼;虻;蚨;蚍;蚋;蚬;蚝;蚧;蚣;蚪;蚓;骭
鬆蟆螈螅螭螗螃螫;蟥螬螵螳蟋蟓螽鬿;;;;蚶;蛄;蚵;蛎;蚰;蚺;蚱;蚯;蛉;蛏;蚴;蛩;蛱;蛲;蛭;髈
蟀蟊蟛蟪蟠蟮蠖蠓;蟾蠊蠛蠡蠹蠼缶魪;;;;蛐;蜓;蛞;蛴;蛟;蛘;蛑;蜃;蜇;蛸;蜈;蜊;蜍;蜉;蜣;髲
罄罅舐竺竽笈笃笄;笕笊笫笏筇笸笪魺;;;;蜞;蜥;蜮;蜚;蜾;蝈;蜴;蜱;蜩;蜷;蜿;螂;蜢;蝽;蝾;鬅
笮笱笠笥笤笳笾笞;筘筚筅筵筌筝筠舣;;;;蝠;蝰;蝌;蝮;螋;蝓;蝣;蝼;蝤;蝙;蝥;螓;螯;螨;蟒;蟑
筻筢筲筱箐箦箧箸;箬箝箨箅箪箜箢艨;;;;驚;驛;驜;驝;驞;驟;驠;驡;驢;驣;驤;驥;驦;驧;驨;罂
箴篑篁篌篝篚篥篦;篪簌篾篼簏簖簋粝;;;;驪;驫;驲;骃;骉;骍;骎;骔;骕;骙;骦;骩;骪;骫;骬;笙
鬇鬉鬊鬋鬌鬍鬎鬐;鬑鬒鬔鬕鬖鬗鬘暨;;;;骮;骯;骲;骳;骴;骵;骹;骻;骽;骾;骿;髃;髄;髆;髇;筮
鬚鬛鬜鬝鬞鬠鬡鬢;鬤鬥鬦鬧鬨鬩鬪麸;;;;髉;髊;髍;髎;髏;髐;髒;體;髕;髖;髗;髙;髚;髛;髜;箫
鬬鬭鬮鬰鬱鬳鬴鬵;鬶鬷鬸鬹鬺鬽鬾鮋;;;;髝;髞;髠;髢;髣;髤;髥;髧;髨;髩;髪;髬;髮;髰;髱;鬙
魀魆魊魋魌魎魐魒;魓魕魖魗魘魙魚鮛;;;;髳;髴;髵;髶;髷;髸;髺;髼;髽;髾;髿;鬀;鬁;鬂;鬄;鬫
魛魜魝魞魟魠魡魢;魣魤魥魦魧魨魩鮫;;;;鬆;蟆;螈;螅;螭;螗;螃;螫;蟥;螬;螵;螳;蟋;蟓;螽;鬿
魫魬魭魮魯魰魱魲;魳魴魵魶魷魸魹鯊;;;;蟀;蟊;蟛;蟪;蟠;蟮;蠖;蠓;蟾;蠊;蠛;蠡;蠹;蠼;缶;魪
魻簟簪簦簸籁籀臾;舁舂舄臬衄舡舢鯚;;;;罄;罅;舐;竺;竽;笈;笃;笄;笕;笊;笫;笏;筇;笸;笪;魺
舭舯舨舫舸舻舳舴;舾艄艉艋艏艚艟醑;;;;笮;笱;笠;笥;笤;笳;笾;笞;筘;筚;筅;筵;筌;筝;筠;舣
衾袅袈裘裟襞羝羟;羧羯羰羲籼敉粑蹩;;;;筻;筢;筲;筱;箐;箦;箧;箸;箬;箝;箨;箅;箪;箜;箢;艨
粜粞粢粲粼粽糁糇;糌糍糈糅糗糨艮跸;;;;箴;篑;篁;篌;篝;篚;篥;篦;篪;簌;篾;篼;簏;簖;簋;粝
羿翎翕翥翡翦翩翮;翳糸絷綦綮繇纛踹;;;;鬇;鬉;鬊;鬋;鬌;鬍;鬎;鬐;鬑;鬒;鬔;鬕;鬖;鬗;鬘;暨
麴赳趄趔趑趱赧赭;豇豉酊酐酎酏酤躏;;;;鬚;鬛;鬜;鬝;鬞;鬠;鬡;鬢;鬤;鬥;鬦;鬧;鬨;鬩;鬪;麸
魼魽魾魿鮀鮁鮂鮃;鮄鮅鮆鮇鮈鮉鮊鯫;;;;鬬;鬭;鬮;鬰;鬱;鬳;鬴;鬵;鬶;鬷;鬸;鬹;鬺;鬽;鬾;鮋
鮌鮍鮎鮏鮐鮑鮒鮓;鮔鮕鮖鮗鮘鮙鮚鯻;;;;魀;魆;魊;魋;魌;魎;魐;魒;魓;魕;魖;魗;魘;魙;魚;鮛
鮜鮝鮞鮟鮠鮡鮢鮣;鮤鮥鮦鮧鮨鮩鮪鰋;;;;魛;魜;魝;魞;魟;魠;魡;魢;魣;魤;魥;魦;魧;魨;魩;鮫
鮬鮭鮮鮯鮰鮱鮲鮳;鮴鮵鮶鮷鮸鮹鮺;;;;魫;魬;魭;魮;魯;魰;魱;魲;魳;魴;魵;魶;魷;魸;魹;鯊
鮻鮼鮽鮾鮿鯀鯁鯂;鯃鯄鯅鯆鯇鯈鯉鰪;;;;魻;簟;簪;簦;簸;籁;籀;臾;舁;舂;舄;臬;衄;舡;舢;鯚
鯋鯌鯍鯎鯏鯐鯑鯒;鯓鯔鯕鯖鯗鯘鯙鰺;;;;舭;舯;舨;舫;舸;舻;舳;舴;舾;艄;艉;艋;艏;艚;艟;醑
鯛酢酡酰酩酯酽酾;酲酴酹醌醅醐醍霪;;;;衾;袅;袈;裘;裟;襞;羝;羟;羧;羯;羰;羲;籼;敉;粑;蹩
醢醣醪醭醮醯醵醴;醺豕鹾趸跫踅蹙隹;;;;粜;粞;粢;粲;粼;粽;糁;糇;糌;糍;糈;糅;糗;糨;艮;跸
趵趿趼趺跄跖跗跚;跞跎跏跛跆跬跷鱿;;;;羿;翎;翕;翥;翡;翦;翩;翮;翳;糸;絷;綦;綮;繇;纛;踹
跣跹跻跤踉跽踔踝;踟踬踮踣踯踺蹀鲞;;;;麴;赳;趄;趔;趑;趱;赧;赭;豇;豉;酊;酐;酎;酏;酤;躏
踵踽踱蹉蹁蹂蹑蹒;蹊蹰蹶蹼蹯蹴躅鲲;;;;魼;魽;魾;魿;鮀;鮁;鮂;鮃;鮄;鮅;鮆;鮇;鮈;鮉;鮊;鯫
躔躐躜躞豸貂貊貅;貘貔斛觖觞觚觜;;;;鮌;鮍;鮎;鮏;鮐;鮑;鮒;鮓;鮔;鮕;鮖;鮗;鮘;鮙;鮚;鯻
鯜鯝鯞鯟鯠鯡鯢鯣;鯤鯥鯦鯧鯨鯩鯪鱋;;;;鮜;鮝;鮞;鮟;鮠;鮡;鮢;鮣;鮤;鮥;鮦;鮧;鮨;鮩;鮪;鰋
鯬鯭鯮鯯鯰鯱鯲鯳;鯴鯵鯶鯷鯸鯹鯺鱛;;;;鮬;鮭;鮮;鮯;鮰;鮱;鮲;鮳;鮴;鮵;鮶;鮷;鮸;鮹;鮺;
鯼鯽鯾鯿鰀鰁鰂鰃;鰄鰅鰆鰇鰈鰉鰊鱫;;;;鮻;鮼;鮽;鮾;鮿;鯀;鯁;鯂;鯃;鯄;鯅;鯆;鯇;鯈;鯉;鰪
鰌鰍鰎鰏鰐鰑鰒鰓;鰔鰕鰖鰗鰘鰙鰚;;;;鯋;鯌;鯍;鯎;鯏;鯐;鯑;鯒;鯓;鯔;鯕;鯖;鯗;鯘;鯙;鰺
鰛鰜鰝鰞鰟鰠鰡鰢;鰣鰤鰥鰦鰧鰨鰩鲝;;;;鯛;酢;酡;酰;酩;酯;酽;酾;酲;酴;酹;醌;醅;醐;醍;霪
鰫鰬鰭鰮鰯鰰鰱鰲;鰳鰴鰵鰶鰷鰸鰹鳠;;;;醢;醣;醪;醭;醮;醯;醵;醴;醺;豕;鹾;趸;跫;踅;蹙;隹
鰻觥觫觯訾謦靓雩;雳雯霆霁霈霏霎鳢;;;;趵;趿;趼;趺;跄;跖;跗;跚;跞;跎;跏;跛;跆;跬;跷;鱿
霭霰霾龀龃龅龆龇;龈龉龊龌黾鼋鼍骺;;;;跣;跹;跻;跤;踉;跽;踔;踝;踟;踬;踮;踣;踯;踺;蹀;鲞
隼隽雎雒瞿雠銎銮;鋈錾鍪鏊鎏鐾鑫飨;;;;踵;踽;踱;蹉;蹁;蹂;蹑;蹒;蹊;蹰;蹶;蹼;蹯;蹴;躅;鲲
鲂鲅鲆鲇鲈稣鲋鲎;鲐鲑鲒鲔鲕鲚鲛鬟;;;;躔;躐;躜;躞;豸;貂;貊;貅;貘;貔;斛;觖;觞;觚;觜;
鲟鲠鲡鲢鲣鲥鲦鲧;鲨鲩鲫鲭鲮鲰鲱黠;;;;鯜;鯝;鯞;鯟;鯠;鯡;鯢;鯣;鯤;鯥;鯦;鯧;鯨;鯩;鯪;鱋
鲳鲴鲵鲶鲷鲺鲻鲼;鲽鳄鳅鳆鳇鳊鳋;;;;鯬;鯭;鯮;鯯;鯰;鯱;鯲;鯳;鯴;鯵;鯶;鯷;鯸;鯹;鯺;鱛
鰼鰽鰾鰿鱀鱁鱂鱃;鱄鱅鱆鱇鱈鱉鱊鳲;;;;鯼;鯽;鯾;鯿;鰀;鰁;鰂;鰃;鰄;鰅;鰆;鰇;鰈;鰉;鰊;鱫
鱌鱍鱎鱏鱐鱑鱒鱓;鱔鱕鱖鱗鱘鱙鱚鴂;;;;鰌;鰍;鰎;鰏;鰐;鰑;鰒;鰓;鰔;鰕;鰖;鰗;鰘;鰙;鰚;
鱜鱝鱞鱟鱠鱡鱢鱣;鱤鱥鱦鱧鱨鱩鱪鴒;;;;鰛;鰜;鰝;鰞;鰟;鰠;鰡;鰢;鰣;鰤;鰥;鰦;鰧;鰨;鰩;鲝
鱬鱭鱮鱯鱰鱱鱲鱳;鱴鱵鱶鱷鱸鱹鱺;;;;鰫;鰬;鰭;鰮;鰯;鰰;鰱;鰲;鰳;鰴;鰵;鰶;鰷;鰸;鰹;鳠
鱻鱽鱾鲀鲃鲄鲉鲊;鲌鲏鲓鲖鲗鲘鲙鴱;;;;鰻;觥;觫;觯;訾;謦;靓;雩;雳;雯;霆;霁;霈;霏;霎;鳢
鲪鲬鲯鲹鲾鲿鳀鳁;鳂鳈鳉鳑鳒鳚鳛鵁;;;;霭;霰;霾;龀;龃;龅;龆;龇;龈;龉;龊;龌;黾;鼋;鼍;骺
鳡鳌鳍鳎鳏鳐鳓鳔;鳕鳗鳘鳙鳜鳝鳟鵒;;;;隼;隽;雎;雒;瞿;雠;銎;銮;鋈;錾;鍪;鏊;鎏;鐾;鑫;飨
靼鞅鞑鞒鞔鞯鞫鞣;鞲鞴骱骰骷鹘骶鵢;;;;鲂;鲅;鲆;鲇;鲈;稣;鲋;鲎;鲐;鲑;鲒;鲔;鲕;鲚;鲛;鬟
骼髁髀髅髂髋髌髑;魅魃魇魉魈魍魑鵲;;;;鲟;鲠;鲡;鲢;鲣;鲥;鲦;鲧;鲨;鲩;鲫;鲭;鲮;鲰;鲱;黠
餍餮饕饔髟髡髦髯;髫髻髭髹鬈鬏鬓;;;;鲳;鲴;鲵;鲶;鲷;鲺;鲻;鲼;鲽;鳄;鳅;鳆;鳇;鳊;鳋;
鬣麽麾縻麂麇麈麋;麒鏖麝麟黛黜黝鶑;;;;鰼;鰽;鰾;鰿;鱀;鱁;鱂;鱃;鱄;鱅;鱆;鱇;鱈;鱉;鱊;鳲
黟黢黩黧黥黪黯鼢;鼬鼯鼹鼷鼽鼾齄鶡;;;;鱌;鱍;鱎;鱏;鱐;鱑;鱒;鱓;鱔;鱕;鱖;鱗;鱘;鱙;鱚;鴂
鳣鳤鳥鳦鳧鳨鳩鳪;鳫鳬鳭鳮鳯鳰鳱鶲;;;;鱜;鱝;鱞;鱟;鱠;鱡;鱢;鱣;鱤;鱥;鱦;鱧;鱨;鱩;鱪;鴒
鳳鳴鳵鳶鳷鳸鳹鳺;鳻鳼鳽鳾鳿鴀鴁鷂;;;;鱬;鱭;鱮;鱯;鱰;鱱;鱲;鱳;鱴;鱵;鱶;鱷;鱸;鱹;鱺;
鴃鴄鴅鴆鴇鴈鴉鴊;鴋鴌鴍鴎鴏鴐鴑鷒;;;;鱻;鱽;鱾;鲀;鲃;鲄;鲉;鲊;鲌;鲏;鲓;鲖;鲗;鲘;鲙;鴱
鴓鴔鴕鴖鴗鴘鴙鴚;鴛鴜鴝鴞鴟鴠鴡;;;;鲪;鲬;鲯;鲹;鲾;鲿;鳀;鳁;鳂;鳈;鳉;鳑;鳒;鳚;鳛;鵁
鴢鴣鴤鴥鴦鴧鴨鴩;鴪鴫鴬鴭鴮鴯鴰鷱;;;;鳡;鳌;鳍;鳎;鳏;鳐;鳓;鳔;鳕;鳗;鳘;鳙;鳜;鳝;鳟;鵒
鴲鴳鴴鴵鴶鴷鴸鴹;鴺鴻鴼鴽鴾鴿鵀鸁;;;;靼;鞅;鞑;鞒;鞔;鞯;鞫;鞣;鞲;鞴;骱;骰;骷;鹘;骶;鵢
鵂鵄鵅鵆鵇鵈鵉鵊;鵋鵌鵍鵎鵏鵐鵑鸒;;;;骼;髁;髀;髅;髂;髋;髌;髑;魅;魃;魇;魉;魈;魍;魑;鵲
鵃鵔鵕鵖鵗鵘鵙鵚;鵛鵜鵝鵞鵟鵠鵡鸰;;;;餍;餮;饕;饔;髟;髡;髦;髯;髫;髻;髭;髹;鬈;鬏;鬓;
鵓鵤鵥鵦鵧鵨鵩鵪;鵫鵬鵭鵮鵯鵰鵱鹢;;;;鬣;麽;麾;縻;麂;麇;麈;麋;麒;鏖;麝;麟;黛;黜;黝;鶑
鵣鵴鵵鵶鵷鵸鵹鵺;鵻鵼鵽鵾鵿鶀鶁;;;;黟;黢;黩;黧;黥;黪;黯;鼢;鼬;鼯;鼹;鼷;鼽;鼾;齄;鶡
鵳鶃鶄鶅鶆鶇鶈鶉;鶊鶋鶌鶍鶎鶏鶐麖;;;;鳣;鳤;鳥;鳦;鳧;鳨;鳩;鳪;鳫;鳬;鳭;鳮;鳯;鳰;鳱;鶲
鶂鶓鶔鶕鶖鶗鶘鶙;鶚鶛鶜鶝鶞鶟鶠麩;;;;鳳;鳴;鳵;鳶;鳷;鳸;鳹;鳺;鳻;鳼;鳽;鳾;鳿;鴀;鴁;鷂
鶒鶤鶥鶦鶧鶨鶩鶪;鶫鶬鶭鶮鶯鶰鶱麿;;;;鴃;鴄;鴅;鴆;鴇;鴈;鴉;鴊;鴋;鴌;鴍;鴎;鴏;鴐;鴑;鷒
鶢鶴鶵鶶鶷鶸鶹鶺;鶻鶼鶽鶾鶿鷀鷁黖;;;;鴓;鴔;鴕;鴖;鴗;鴘;鴙;鴚;鴛;鴜;鴝;鴞;鴟;鴠;鴡;
鶣鷄鷅鷆鷇鷈鷉鷊;鷋鷌鷍鷎鷏鷐鷑黲;;;;鴢;鴣;鴤;鴥;鴦;鴧;鴨;鴩;鴪;鴫;鴬;鴭;鴮;鴯;鴰;鷱
鶳鷔鷕鷖鷗鷘鷙鷚;鷛鷜鷝鷞鷟鷠鷡鼜;;;;鴲;鴳;鴴;鴵;鴶;鴷;鴸;鴹;鴺;鴻;鴼;鴽;鴾;鴿;鵀;鸁
鷃鷣鷤鷥鷦鷧鷨鷩;鷪鷫鷬鷭鷮鷯鷰鼰;;;;鵂;鵄;鵅;鵆;鵇;鵈;鵉;鵊;鵋;鵌;鵍;鵎;鵏;鵐;鵑;鸒
鷓鷳鷴鷵鷶鷷鷸鷹;鷺鷻鷼鷽鷾鷿鸀黗;;;;鵃;鵔;鵕;鵖;鵗;鵘;鵙;鵚;鵛;鵜;鵝;鵞;鵟;鵠;鵡;鸰
鷢鸄鸅鸆鸇鸈鸉鸊;鸋鸌鸍鸎鸏鸐鸑黳;;;;鵓;鵤;鵥;鵦;鵧;鵨;鵩;鵪;鵫;鵬;鵭;鵮;鵯;鵰;鵱;鹢
鷲鸔鸕鸖鸗鸘鸙鸚;鸛鸜鸝鸞鸤鸧鸮鼆;;;;鵣;鵴;鵵;鵶;鵷;鵸;鵹;鵺;鵻;鵼;鵽;鵾;鵿;鶀;鶁;
鸂鸻鸼鹀鹍鹐鹒鹓;鹔鹖鹙鹝鹟鹠鹡鼝;;;;鵳;鶃;鶄;鶅;鶆;鶇;鶈;鶉;鶊;鶋;鶌;鶍;鶎;鶏;鶐;麖
鸃鹮鹯鹲鹴鹵鹶鹷;鹸鹹鹺鹻鹼鹽麀鼱;;;;鶂;鶓;鶔;鶕;鶖;鶗;鶘;鶙;鶚;鶛;鶜;鶝;鶞;鶟;鶠;麩
鸓麃麄麅麆麉麊麌;麍麎麏麐麑麔麕;;;;鶒;鶤;鶥;鶦;鶧;鶨;鶩;鶪;鶫;鶬;鶭;鶮;鶯;鶰;鶱;麿
鸴麘麙麚麛麜麞麠;麡麢麣麤麥麧麨;;;;鶢;鶴;鶵;鶶;鶷;鶸;鶹;鶺;鶻;鶼;鶽;鶾;鶿;鷀;鷁;黖
鹥麬麭麮麯麰麱麲;麳麵麶麷麹麺麼;;;;鶣;鷄;鷅;鷆;鷇;鷈;鷉;鷊;鷋;鷌;鷍;鷎;鷏;鷐;鷑;黲
麁黁黂黃黅黆黇黈;黊黋黌黐黒黓黕;;;;鶳;鷔;鷕;鷖;鷗;鷘;鷙;鷚;鷛;鷜;鷝;鷞;鷟;鷠;鷡;鼜
麗黙黚點黡黣黤黦;黨黫黬黭黮黰黱;;;;鷃;鷣;鷤;鷥;鷦;鷧;鷨;鷩;鷪;鷫;鷬;鷭;鷮;鷯;鷰;鼰
麪黴黵黶黷黸黺黽;黿鼀鼁鼂鼃鼄鼅;;;;鷓;鷳;鷴;鷵;鷶;鷷;鷸;鷹;鷺;鷻;鷼;鷽;鷾;鷿;鸀;黗
麫鼇鼈鼉鼊鼌鼏鼑;鼒鼔鼕鼖鼘鼚鼛;;;;鷢;鸄;鸅;鸆;鸇;鸈;鸉;鸊;鸋;鸌;鸍;鸎;鸏;鸐;鸑;黳
黀鼞鼟鼡鼣鼤鼥鼦;鼧鼨鼩鼪鼫鼭鼮;;;;鷲;鸔;鸕;鸖;鸗;鸘;鸙;鸚;鸛;鸜;鸝;鸞;鸤;鸧;鸮;鼆
;;;;;鸂;鸻;鸼;鹀;鹍;鹐;鹒;鹓;鹔;鹖;鹙;鹝;鹟;鹠;鹡;鼝
;;;;;鸃;鹮;鹯;鹲;鹴;鹵;鹶;鹷;鹸;鹹;鹺;鹻;鹼;鹽;麀;鼱
;;;;;鸓;麃;麄;麅;麆;麉;麊;麌;麍;麎;麏;麐;麑;麔;麕;
;;;;;鸴;麘;麙;麚;麛;麜;麞;麠;麡;麢;麣;麤;麥;麧;麨;
;;;;;鹥;麬;麭;麮;麯;麰;麱;麲;麳;麵;麶;麷;麹;麺;麼;
;;;;;麁;黁;黂;黃;黅;黆;黇;黈;黊;黋;黌;黐;黒;黓;黕;
;;;;;麗;黙;黚;點;黡;黣;黤;黦;黨;黫;黬;黭;黮;黰;黱;
;;;;;麪;黴;黵;黶;黷;黸;黺;黽;黿;鼀;鼁;鼂;鼃;鼄;鼅;
;;;;;麫;鼇;鼈;鼉;鼊;鼌;鼏;鼑;鼒;鼔;鼕;鼖;鼘;鼚;鼛;
;;;;;黀;鼞;鼟;鼡;鼣;鼤;鼥;鼦;鼧;鼨;鼩;鼪;鼫;鼭;鼮;
